TransactionID,Age,Gender,State,Bank,AccountType,TransactionAmount,AccountBalance,NumTransactionsDay,TransactionHour,TransactionDay,Channel,LocationMatch,DeviceKnown,PrevFraudFlag,AccountAgeMonths,FailedAttempts,InternationalTransaction,AmountToBalanceRatio,IsFraud,n_TransactionAmount,n_AccountBalance,UnusualTransactionHour,AgeTransactionsRatio,RedFlag_Attempt,AmountToBalance_nRatio
TXN0001543,41,Female,Bauchi,FCMB,Current,62508.42,103033.48,3,11,Tuesday,Pos,Yes,No,0,34.0,0,No,0.6067,No,11.0431,11.5428,Normal,0.0857,0,0.9567
TXN0001544,40,Male,Kano,Zenith,Savings,20450.36,148832.4,2,13,Tuesday,Online,No,Yes,0,67.0,0,No,0.1374,No,9.9258,11.9106,Normal,0.0294,0,0.8334
TXN0001545,25,Female,Lagos,GTBank,Savings,879.31,162157.73,1,14,Wednesday,Pos,No,Yes,0,45.0,1,No,0.0054,No,6.7803,11.9963,Normal,0.0217,1,0.5652
TXN0001546,71,Male,Lagos,Zenith,Current,11269.97,210696.67,2,11,Tuesday,Mobile,Yes,Yes,0,63.0,1,No,0.0535,No,9.33,12.2582,Normal,0.0312,1,0.7611
TXN0001547,74,Male,Delta,UBA,Savings,62781.25,214672.05,2,16,Friday,Pos,Yes,Yes,0,1.0,0,No,0.2925,No,11.0474,12.2769,Normal,1.0,0,0.8999
TXN0001548,64,Male,Kaduna,Access,Savings,17325.88,456776.76,3,8,Thursday,Mobile,No,No,0,46.0,0,No,0.0379,No,9.76,13.032,Normal,0.0638,0,0.7489
TXN0001549,54,Male,Enugu,GTBank,Savings,32421.7,211384.07,4,3,Friday,Online,No,Yes,0,4.0,0,No,0.1534,No,10.3866,12.2614,RedFlag,0.8,0,0.8471
TXN0001550,20,Male,Bauchi,GTBank,Current,77103.44,260326.08,2,17,Sunday,Atm,No,No,0,19.0,1,No,0.2962,No,11.2529,12.4697,Normal,0.1,1,0.9024
TXN0001551,68,Female,Kaduna,Polaris,Current,633.12,456776.76,2,11,Sunday,Atm,Yes,Yes,0,11.0,0,No,0.0014,No,6.4522,13.032,Normal,0.1667,0,0.4951
TXN0001552,50,Male,Oyo,UBA,Current,21590.1,160798.48,2,10,Sunday,Pos,Yes,No,0,26.0,0,No,0.1343,No,9.98,11.9879,Normal,0.0741,0,0.8325
TXN0001553,45,Male,Abuja,Access,Current,45042.37,97548.88,3,20,Friday,Transfer,Yes,Yes,0,6.0,1,Yes,0.4617,No,10.7154,11.4881,Normal,0.4286,1,0.9327
TXN0001554,64,Female,Abuja,Stanbic,Current,77103.44,48531.01,4,1,Thursday,Mobile,Yes,Yes,0,50.0,0,No,1.5887,No,11.2529,10.79,RedFlag,0.0784,0,1.0429
TXN0001555,25,Female,Anambra,Zenith,Savings,46872.08,56396.81,5,22,Tuesday,Mobile,No,Yes,0,32.0,2,Yes,0.8311,Yes,10.7552,10.9402,RedFlag,0.1515,2,0.9831
TXN0001556,51,Male,Lagos,Polaris,Current,20185.59,67067.98,4,19,Thursday,Mobile,No,Yes,1,56.0,1,Yes,0.301,Yes,9.9128,11.1135,Normal,0.0702,2,0.892
TXN0001557,52,Female,Anambra,Fidelity,Domiciliary,23458.78,62473.6,5,20,Sunday,Pos,No,Yes,0,56.0,0,No,0.3755,No,10.063,11.0425,Normal,0.0877,0,0.9113
TXN0001558,49,Female,Delta,Polaris,Domiciliary,43455.09,114265.65,4,13,Thursday,Atm,Yes,Yes,0,55.0,1,No,0.3803,No,10.6795,11.6463,Normal,0.0714,1,0.917
TXN0001559,41,Female,Enugu,Stanbic,Savings,500.24,42679.4,3,11,Friday,Online,Yes,Yes,0,51.0,0,Yes,0.0117,No,6.2171,10.6615,Normal,0.0577,0,0.5831
TXN0001560,31,Male,Enugu,FirstBank,Current,75729.3,109049.69,1,1,Saturday,Atm,No,Yes,0,6.0,0,No,0.6944,No,11.2349,11.5996,RedFlag,0.1429,0,0.9686
TXN0001561,49,Female,Oyo,Zenith,Savings,18940.61,371972.3,3,10,Friday,Online,Yes,Yes,0,64.0,0,No,0.0509,No,9.8491,12.8266,Normal,0.0462,0,0.7679
TXN0001562,73,Female,Kano,Fidelity,Savings,75941.08,78122.26,6,4,Saturday,Pos,Yes,No,1,46.0,0,Yes,0.9721,Yes,11.2377,11.266,RedFlag,0.1277,1,0.9975
TXN0001563,63,Male,Enugu,Stanbic,Current,36153.04,37778.93,5,13,Wednesday,Pos,Yes,No,0,61.0,0,No,0.957,No,10.4955,10.5395,Normal,0.0806,0,0.9958
TXN0001564,60,Female,Enugu,Polaris,Current,4131.23,63893.62,5,14,Sunday,Transfer,Yes,Yes,0,65.0,1,Yes,0.0647,No,8.3266,11.065,Normal,0.0758,1,0.7525
TXN0001565,33,Male,Enugu,FirstBank,Savings,4515.87,314198.26,1,19,Monday,Atm,Yes,Yes,0,38.400000000000006,1,No,0.0144,No,8.4156,12.6578,Normal,0.0254,1,0.6649
TXN0001566,21,Male,Abuja,FirstBank,Savings,10910.2,426317.64,1,2,Tuesday,Online,Yes,Yes,0,49.0,1,No,0.0256,No,9.2975,12.9629,RedFlag,0.02,1,0.7172
TXN0001567,69,Female,Kano,Zenith,Savings,7662.72,326640.07,2,16,Thursday,Mobile,Yes,No,0,60.0,0,No,0.0235,No,8.9443,12.6966,Normal,0.0328,0,0.7045
TXN0001568,54,Male,Kano,Zenith,Domiciliary,14464.18,50814.23,3,5,Friday,Mobile,No,Yes,0,43.0,0,No,0.2846,No,9.5795,10.836,Normal,0.0682,0,0.884
TXN0001569,71,Male,Rivers,Polaris,Savings,23152.46,73615.59,2,6,Saturday,Online,Yes,Yes,0,47.0,0,No,0.3145,No,10.0499,11.2066,Normal,0.0417,0,0.8968
TXN0001570,38,Female,Bauchi,GTBank,Domiciliary,14343.23,456776.76,2,12,Friday,Pos,No,Yes,0,16.0,0,No,0.0314,No,9.5711,13.032,Normal,0.1176,0,0.7344
TXN0001571,31,Male,Delta,UBA,Savings,77103.44,58701.56,1,0,Tuesday,Pos,Yes,Yes,0,45.0,0,No,1.3135,No,11.2529,10.9802,RedFlag,0.0217,0,1.0248
TXN0001572,48,Male,Lagos,FCMB,Savings,77103.44,22250.62,1,12,Wednesday,Atm,No,Yes,0,47.0,0,No,3.4652,No,11.2529,10.0102,Normal,0.0208,0,1.1241
TXN0001573,72,Male,Enugu,Fidelity,Domiciliary,13839.94,49712.54,1,5,Friday,Mobile,Yes,Yes,0,39.0,1,No,0.2784,No,9.5354,10.814,Normal,0.025,1,0.8818
TXN0001574,65,Female,Enugu,Fidelity,Savings,47607.81,456776.76,1,16,Thursday,Online,Yes,Yes,0,62.0,0,Yes,0.1042,No,10.7708,13.032,Normal,0.0159,0,0.8265
TXN0001575,35,Male,Rivers,Stanbic,Savings,1920.79,80646.16,1,5,Tuesday,Transfer,Yes,No,0,12.0,0,No,0.0238,No,7.561,11.2978,Normal,0.0769,0,0.6692
TXN0001576,24,Female,Lagos,Sterling,Current,41526.82,407447.0,1,3,Thursday,Atm,Yes,No,0,61.0,1,No,0.1019,No,10.6341,12.9177,RedFlag,0.0161,1,0.8232
TXN0001577,27,Female,Kano,Sterling,Current,4761.0,16485.99,1,5,Monday,Pos,Yes,Yes,0,20.0,0,No,0.2888,No,8.4684,9.7103,Normal,0.0476,0,0.8721
TXN0001578,24,Male,Oyo,Fidelity,Savings,28439.41,217900.75,5,0,Friday,Online,No,No,0,15.0,1,No,0.1305,No,10.2556,12.2918,RedFlag,0.3125,1,0.8343
TXN0001579,50,Male,Abuja,FCMB,Savings,27103.44,14698.73,2,0,Saturday,Atm,Yes,No,0,62.0,0,No,1.8439,No,10.2075,9.5956,RedFlag,0.0317,0,1.0638
TXN0001580,40,Male,Enugu,Polaris,Current,60145.01,33002.71,1,18,Tuesday,Mobile,Yes,Yes,0,42.0,0,No,1.8224,No,11.0045,10.4044,Normal,0.0233,0,1.0577
TXN0001581,38,Male,Delta,Polaris,Domiciliary,9666.45,143606.85,2,21,Friday,Online,Yes,Yes,0,59.0,0,No,0.0673,No,9.1765,11.8748,Normal,0.0333,0,0.7728
TXN0001582,36,Female,Delta,Access,Savings,2884.14,85500.96,3,18,Monday,Pos,Yes,Yes,0,24.0,1,No,0.0337,No,7.9673,11.3563,Normal,0.12,1,0.7016
TXN0001583,65,Female,Enugu,Sterling,Current,49981.74,164795.26,3,12,Tuesday,Pos,Yes,Yes,0,26.0,0,Yes,0.3033,No,10.8194,12.0125,Normal,0.1111,0,0.9007
TXN0001584,36,Male,Delta,GTBank,Savings,10070.87,456776.76,1,6,Sunday,Atm,Yes,Yes,0,1.0,0,No,0.022,No,9.2175,13.032,Normal,0.5,0,0.7073
TXN0001585,53,Female,Oyo,Stanbic,Savings,6616.52,8123.09,4,10,Thursday,Atm,No,Yes,1,32.0,0,No,0.8145,Yes,8.7975,9.0026,Normal,0.1212,1,0.9772
TXN0001586,46,Female,Delta,Polaris,Current,16648.45,31909.69,1,19,Thursday,Pos,Yes,No,0,14.0,1,Yes,0.5217,No,9.7201,10.3707,Normal,0.0667,1,0.9373
TXN0001587,35,Female,Kaduna,Zenith,Savings,3949.57,153341.02,2,11,Monday,Mobile,Yes,Yes,0,57.0,0,No,0.0258,No,8.2816,11.9404,Normal,0.0345,0,0.6936
TXN0001588,19,Female,Lagos,FCMB,Current,8808.66,340265.89,6,8,Friday,Transfer,No,Yes,0,49.0,0,No,0.0259,No,9.0836,12.7375,Normal,0.12,0,0.7131
TXN0001589,18,Female,Rivers,FirstBank,Current,12164.74,239661.91,7,12,Tuesday,Atm,Yes,No,1,1.0,0,Yes,0.0508,Yes,9.4064,12.387,Normal,3.5,1,0.7594
TXN0001590,64,Female,Rivers,Sterling,Current,8117.48,93986.68,5,6,Thursday,Pos,No,No,0,28.0,1,No,0.0864,No,9.0019,11.4509,Normal,0.1724,1,0.7861
TXN0001591,22,Female,Anambra,Sterling,Current,14957.72,205253.24,1,19,Thursday,Mobile,Yes,Yes,1,62.0,1,No,0.0729,No,9.613,12.232,Normal,0.0159,2,0.7859
TXN0001592,37,Female,Abuja,FCMB,Domiciliary,12139.13,34997.56,2,4,Friday,Pos,Yes,No,0,7.0,0,No,0.3469,No,9.4043,10.4631,RedFlag,0.25,0,0.8988
TXN0001593,28,Male,Lagos,Access,Current,37245.97,2073.86,1,15,Sunday,Atm,No,Yes,0,12.0,0,No,17.9597,No,10.5253,7.6376,Normal,0.0769,0,1.3781
TXN0001594,59,Female,Enugu,UBA,Domiciliary,62650.81,126601.32,2,19,Monday,Pos,No,No,0,45.0,0,No,0.4949,No,11.0453,11.7488,Normal,0.0435,0,0.9401
TXN0001595,19,Female,Kaduna,Polaris,Savings,2659.67,251693.39,4,17,Monday,Pos,Yes,Yes,0,26.0,0,No,0.0106,No,7.8863,12.436,Normal,0.1481,0,0.6342
TXN0001596,20,Female,Oyo,FirstBank,Current,43332.91,85226.78,1,11,Monday,Mobile,Yes,No,1,49.0,0,Yes,0.5084,No,10.6767,11.3531,Normal,0.02,1,0.9404
TXN0001597,40,Female,Anambra,FirstBank,Current,67122.22,126333.68,1,23,Thursday,Atm,Yes,Yes,0,53.0,2,Yes,0.5313,No,11.1143,11.7467,RedFlag,0.0185,2,0.9462
TXN0001598,72,Male,Abuja,Zenith,Savings,29007.92,82274.24,3,21,Sunday,Online,Yes,No,0,85.0,0,No,0.3526,No,10.2754,11.3178,Normal,0.0349,0,0.9079
TXN0001599,29,Male,Abuja,FirstBank,Current,77103.44,108243.7,2,0,Sunday,Pos,Yes,Yes,0,6.0,1,No,0.7123,No,11.2529,11.5921,RedFlag,0.2857,1,0.9707
TXN0001600,37,Male,Bauchi,Sterling,Savings,10200.82,323573.19,2,7,Thursday,Pos,Yes,No,0,89.0,0,No,0.0315,No,9.2303,12.6872,Normal,0.0222,0,0.7275
TXN0001601,22,Female,Lagos,UBA,Savings,44344.54,97553.42,1,3,Sunday,Pos,Yes,Yes,1,74.0,0,No,0.4546,No,10.6998,11.4882,RedFlag,0.0133,1,0.9314
TXN0001602,54,Female,Kaduna,Polaris,Savings,27998.64,1125.55,1,16,Thursday,Mobile,Yes,Yes,0,40.0,0,No,24.8755,No,10.2399,7.0269,Normal,0.0244,0,1.4572
TXN0001603,55,Female,Kano,Fidelity,Domiciliary,9767.94,241302.21,2,2,Saturday,Atm,Yes,Yes,0,68.0,2,No,0.0405,No,9.187,12.3938,RedFlag,0.029,2,0.7413
TXN0001604,47,Male,Oyo,Fidelity,Savings,30492.1,144239.25,1,21,Saturday,Online,Yes,No,0,19.0,0,No,0.2114,No,10.3253,11.8792,Normal,0.05,0,0.8692
TXN0001605,26,Female,Anambra,Fidelity,Savings,17814.46,196618.68,1,17,Thursday,Atm,Yes,Yes,0,40.0,1,No,0.0906,No,9.7878,12.189,Normal,0.0244,1,0.803
TXN0001606,51,Male,Enugu,UBA,Current,5236.38,347027.5,2,7,Thursday,Online,Yes,Yes,0,14.0,1,No,0.0151,No,8.5636,12.7572,Normal,0.1333,1,0.6713
TXN0001607,70,Male,Rivers,Zenith,Savings,4775.37,50575.86,3,20,Thursday,Atm,Yes,Yes,1,80.0,0,No,0.0944,No,8.4714,10.8312,Normal,0.037,1,0.7821
TXN0001608,61,Male,Anambra,Stanbic,Savings,31241.59,104895.89,4,20,Wednesday,Pos,No,No,0,34.0,1,No,0.2978,No,10.3495,11.5607,Normal,0.1143,1,0.8952
TXN0001609,52,Male,Delta,Fidelity,Savings,31113.83,138377.84,1,0,Saturday,Mobile,Yes,Yes,0,80.0,0,No,0.2248,No,10.3454,11.8378,RedFlag,0.0123,0,0.8739
TXN0001610,69,Female,Abuja,Fidelity,Current,18916.76,63557.61,2,8,Tuesday,Online,Yes,No,0,22.0,0,No,0.2976,No,9.8479,11.0597,Normal,0.087,0,0.8904
TXN0001611,39,Male,Enugu,Access,Savings,17399.56,280685.82,2,1,Monday,Mobile,Yes,Yes,0,22.0,0,No,0.062,No,9.7643,12.545,RedFlag,0.087,0,0.7783
TXN0001612,61,Female,Oyo,Stanbic,Savings,4962.45,179383.92,2,9,Tuesday,Mobile,Yes,Yes,0,55.0,1,Yes,0.0277,No,8.5099,12.0973,Normal,0.0357,1,0.7035
TXN0001613,41,Male,Kaduna,FCMB,Savings,14021.68,198305.15,2,13,Saturday,Online,No,Yes,0,1.0,0,No,0.0707,No,9.5484,12.1976,Normal,1.0,0,0.7828
TXN0001614,34,Male,Kano,UBA,Savings,51275.73,247544.66,1,0,Friday,Online,Yes,No,0,16.0,1,No,0.2071,No,10.845,12.4194,RedFlag,0.0588,1,0.8732
TXN0001615,27,Male,Delta,UBA,Savings,48228.57,44777.92,3,9,Monday,Pos,No,Yes,0,45.0,0,Yes,1.0771,No,10.7837,10.7095,Normal,0.0652,0,1.0069
TXN0001616,47,Male,Enugu,Stanbic,Domiciliary,27037.9,205351.76,2,7,Saturday,Mobile,Yes,Yes,0,2.0,0,No,0.1317,No,10.205,12.2325,Normal,0.6667,0,0.8343
TXN0001617,73,Female,Enugu,Polaris,Current,77103.44,222954.91,3,2,Monday,Online,Yes,Yes,0,29.0,0,No,0.3458,No,11.2529,12.3147,RedFlag,0.1,0,0.9138
TXN0001618,63,Female,Abuja,Zenith,Current,55914.87,277147.17,3,12,Thursday,Mobile,Yes,Yes,0,36.0,0,Yes,0.2018,No,10.9316,12.5323,Normal,0.0811,0,0.8723
TXN0001619,40,Female,Lagos,Stanbic,Current,3923.08,100572.25,1,2,Sunday,Online,No,No,1,17.0,0,No,0.039,Yes,8.2749,11.5186,RedFlag,0.0556,1,0.7184
TXN0001620,49,Female,Delta,Sterling,Savings,12734.68,105234.26,4,6,Thursday,Atm,Yes,Yes,0,64.0,0,No,0.121,No,9.4522,11.564,Normal,0.0615,0,0.8174
TXN0001621,34,Male,Abuja,Sterling,Domiciliary,3537.29,15500.75,2,22,Friday,Pos,Yes,No,0,27.0,1,No,0.2282,No,8.1714,9.6487,RedFlag,0.0714,1,0.8469
TXN0001622,67,Female,Anambra,Access,Savings,15688.18,286704.09,3,22,Tuesday,Pos,Yes,No,0,57.0,1,No,0.0547,No,9.6607,12.5662,RedFlag,0.0517,1,0.7688
TXN0001623,68,Female,Delta,Zenith,Current,37445.49,114370.79,3,10,Tuesday,Pos,Yes,No,0,50.0,1,No,0.3274,No,10.5307,11.6472,Normal,0.0588,1,0.9041
TXN0001624,34,Male,Kano,UBA,Current,4233.81,135371.02,3,13,Sunday,Pos,Yes,No,0,66.0,1,No,0.0313,No,8.3511,11.8158,Normal,0.0448,1,0.7068
TXN0001625,31,Male,Rivers,Access,Current,53094.67,19420.77,5,6,Tuesday,Online,Yes,Yes,0,41.0,3,No,2.7339,No,10.8799,9.8741,Normal,0.119,3,1.1019
TXN0001626,26,Female,Anambra,FCMB,Domiciliary,21044.52,138128.62,1,18,Friday,Pos,Yes,Yes,0,1.0,0,Yes,0.1524,No,9.9544,11.8359,Normal,0.5,0,0.841
TXN0001627,57,Female,Kano,Stanbic,Savings,34552.03,6434.3,2,14,Wednesday,Atm,No,Yes,0,84.0,0,Yes,5.37,No,10.4503,8.7696,Normal,0.0235,0,1.1917
TXN0001628,19,Male,Kaduna,Fidelity,Savings,1155.18,384999.72,2,7,Tuesday,Transfer,No,No,1,46.0,0,No,0.003,Yes,7.0529,12.861,Normal,0.0426,1,0.5484
TXN0001629,62,Male,Abuja,GTBank,Domiciliary,2463.43,298755.78,2,0,Monday,Pos,Yes,Yes,0,44.0,0,No,0.0082,No,7.8097,12.6074,RedFlag,0.0444,0,0.6195
TXN0001630,42,Male,Kano,GTBank,Savings,24246.32,32409.82,3,2,Monday,Mobile,No,No,0,43.0,0,Yes,0.7481,Yes,10.0961,10.3862,RedFlag,0.0682,0,0.9721
TXN0001631,56,Male,Lagos,Polaris,Current,45533.61,135136.69,1,7,Thursday,Online,Yes,Yes,0,6.0,0,Yes,0.3369,No,10.7262,11.814,Normal,0.1429,0,0.9079
TXN0001632,26,Female,Bauchi,Fidelity,Savings,51760.08,138459.21,5,12,Saturday,Mobile,Yes,No,1,74.0,0,No,0.3738,No,10.8544,11.8383,Normal,0.0667,1,0.9169
TXN0001633,71,Male,Rivers,Stanbic,Savings,29148.41,244012.34,5,17,Thursday,Atm,No,Yes,1,43.0,0,No,0.1195,No,10.2802,12.405,Normal,0.1136,1,0.8287
TXN0001634,39,Male,Kaduna,Sterling,Savings,5607.94,212154.92,1,6,Tuesday,Mobile,Yes,Yes,0,53.0,0,No,0.0264,No,8.6321,12.2651,Normal,0.0185,0,0.7038
TXN0001635,60,Male,Enugu,Fidelity,Savings,5423.5,456776.76,2,19,Tuesday,Atm,Yes,Yes,1,43.0,0,No,0.0119,No,8.5987,13.032,Normal,0.0455,1,0.6598
TXN0001636,63,Male,Abuja,Access,Current,53292.12,64811.57,1,5,Thursday,Atm,Yes,No,0,26.0,0,No,0.8223,No,10.8836,11.0793,Normal,0.037,0,0.9823
TXN0001637,21,Male,Anambra,Zenith,Savings,3004.39,19966.71,1,7,Saturday,Pos,Yes,Yes,0,40.0,1,Yes,0.1505,No,8.0082,9.9019,Normal,0.0244,1,0.8088
TXN0001638,43,Male,Bauchi,Polaris,Savings,28964.7,127811.49,7,3,Monday,Pos,Yes,No,0,23.0,0,No,0.2266,No,10.2739,11.7583,RedFlag,0.2917,0,0.8738
TXN0001639,46,Male,Delta,UBA,Current,19062.8,216583.23,4,22,Saturday,Online,Yes,Yes,0,32.0,0,Yes,0.088,No,9.8555,12.2857,RedFlag,0.1212,0,0.8022
TXN0001640,62,Female,Abuja,Polaris,Current,13679.47,50487.44,4,13,Friday,Pos,Yes,Yes,0,9.0,2,No,0.2709,No,9.5237,10.8295,Normal,0.4,2,0.8794
TXN0001641,51,Female,Oyo,Zenith,Current,14510.4,40418.65,2,18,Friday,Mobile,Yes,Yes,0,47.0,1,No,0.359,No,9.5827,10.6071,Normal,0.0417,1,0.9034
TXN0001642,40,Male,Abuja,Access,Domiciliary,72604.99,243268.02,2,8,Friday,Mobile,Yes,Yes,0,10.0,0,No,0.2985,No,11.1928,12.4019,Normal,0.1818,0,0.9025
TXN0001643,54,Male,Oyo,Sterling,Savings,49411.87,210194.32,2,12,Tuesday,Atm,Yes,Yes,1,52.0,0,No,0.2351,No,10.808,12.2558,Normal,0.0377,1,0.8819
TXN0001644,28,Male,Enugu,GTBank,Savings,50059.02,34108.88,1,11,Friday,Pos,Yes,No,1,41.0,0,Yes,1.4676,Yes,10.821,10.4373,Normal,0.0238,1,1.0368
TXN0001645,23,Female,Kaduna,Zenith,Savings,77103.44,305193.87,3,1,Wednesday,Mobile,No,Yes,1,28.0,0,Yes,0.2526,Yes,11.2529,12.6287,RedFlag,0.1034,1,0.8911
TXN0001646,35,Female,Rivers,Access,Current,2828.69,21706.95,4,5,Saturday,Pos,Yes,No,0,41.0,0,No,0.1303,No,7.9479,9.9854,Normal,0.0952,0,0.796
TXN0001647,38,Male,Abuja,FirstBank,Savings,77103.44,17352.01,6,20,Sunday,Pos,Yes,Yes,0,58.0,0,No,4.4435,No,11.2529,9.7615,Normal,0.1017,0,1.1528
TXN0001648,59,Female,Enugu,Access,Domiciliary,3926.38,64873.17,3,19,Tuesday,Mobile,Yes,Yes,0,25.0,1,No,0.0605,No,8.2757,11.0802,Normal,0.1154,1,0.7469
TXN0001649,53,Male,Delta,Stanbic,Savings,18120.19,326435.95,2,17,Saturday,Mobile,Yes,Yes,0,33.0,0,No,0.0555,No,9.8048,12.696,Normal,0.0588,0,0.7723
TXN0001650,58,Male,Bauchi,FirstBank,Current,7684.17,178333.16,2,8,Wednesday,Pos,Yes,Yes,0,32.0,1,Yes,0.0431,No,8.947,12.0914,Normal,0.0606,1,0.7399
TXN0001651,55,Female,Lagos,Zenith,Current,17871.68,75309.27,3,14,Tuesday,Online,No,Yes,0,36.0,0,No,0.2373,No,9.791,11.2294,Normal,0.0811,0,0.8719
TXN0001652,51,Female,Kano,FCMB,Current,9093.68,25662.9,4,20,Tuesday,Atm,Yes,No,0,72.0,0,No,0.3544,No,9.1154,10.1528,Normal,0.0548,0,0.8978
TXN0001653,34,Female,Enugu,Stanbic,Savings,56798.16,187490.21,5,0,Friday,Atm,Yes,Yes,0,60.0,1,No,0.3029,No,10.9473,12.1415,RedFlag,0.082,1,0.9016
TXN0001654,54,Female,Bauchi,FCMB,Domiciliary,77103.44,137124.16,1,20,Tuesday,Pos,Yes,Yes,0,68.0,0,No,0.5623,No,11.2529,11.8286,Normal,0.0145,0,0.9513
TXN0001655,42,Male,Oyo,Polaris,Current,13193.54,456776.76,5,6,Wednesday,Pos,Yes,No,1,23.0,1,No,0.0289,No,9.4876,13.032,Normal,0.2083,2,0.728
TXN0001656,55,Male,Enugu,FirstBank,Current,1819.37,217582.99,1,2,Sunday,Atm,Yes,Yes,0,53.0,1,No,0.0084,No,7.5068,12.2903,RedFlag,0.0185,1,0.6108
TXN0001657,29,Female,Delta,Stanbic,Current,27216.75,16158.49,1,22,Saturday,Online,No,Yes,0,94.0,1,No,1.6844,Yes,10.2116,9.6903,RedFlag,0.0105,1,1.0538
TXN0001658,40,Female,Enugu,Sterling,Savings,11815.2,195411.63,2,21,Monday,Pos,Yes,Yes,0,34.0,2,No,0.0605,No,9.3772,12.1829,Normal,0.0571,2,0.7697
TXN0001659,70,Male,Rivers,Access,Current,77103.44,44649.16,4,6,Wednesday,Pos,Yes,No,0,36.0,0,No,1.7269,No,11.2529,10.7066,Normal,0.1081,0,1.051
TXN0001660,59,Female,Oyo,Zenith,Current,2340.6,456776.76,1,12,Thursday,Atm,No,Yes,0,7.0,1,No,0.0051,No,7.7586,13.032,Normal,0.125,1,0.5953
TXN0001661,39,Female,Abuja,Access,Savings,3171.03,2919.27,1,8,Saturday,Online,No,Yes,0,71.0,2,Yes,1.0862,Yes,8.0621,7.9794,Normal,0.0139,2,1.0104
TXN0001662,38,Male,Anambra,Stanbic,Savings,30051.29,40840.34,3,1,Tuesday,Online,Yes,Yes,0,63.0,1,No,0.7358,No,10.3107,10.6175,RedFlag,0.0469,1,0.9711
TXN0001663,44,Male,Lagos,GTBank,Domiciliary,35537.64,103671.89,3,11,Wednesday,Mobile,No,Yes,1,32.0,0,No,0.3428,No,10.4784,11.549,Normal,0.0909,1,0.9073
TXN0001664,74,Female,Abuja,Zenith,Savings,15923.73,12355.43,3,1,Friday,Mobile,Yes,Yes,0,65.0,0,No,1.2888,No,9.6756,9.4219,RedFlag,0.0455,0,1.0269
TXN0001665,48,Female,Kano,UBA,Savings,8117.8,63253.54,4,12,Thursday,Atm,Yes,No,0,32.0,0,No,0.1283,No,9.0019,11.0549,Normal,0.1212,0,0.8143
TXN0001666,23,Male,Enugu,FCMB,Savings,9269.71,103144.85,5,0,Monday,Atm,Yes,Yes,0,930.0,0,Yes,0.0899,No,9.1346,11.5439,RedFlag,0.0054,0,0.7913
TXN0001667,44,Male,Kaduna,Access,Domiciliary,10311.22,88841.49,3,17,Wednesday,Mobile,Yes,Yes,0,1.0,1,No,0.1161,No,9.2411,11.3946,Normal,1.5,1,0.811
TXN0001668,57,Female,Enugu,FCMB,Current,6381.4,92590.57,2,2,Sunday,Atm,No,Yes,0,1.0,0,No,0.0689,No,8.7613,11.436,RedFlag,1.0,0,0.7661
TXN0001669,51,Female,Oyo,GTBank,Domiciliary,47535.32,316823.29,1,6,Wednesday,Mobile,No,No,0,94.0,1,No,0.15,No,10.7692,12.6661,Normal,0.0105,1,0.8502
TXN0001670,29,Male,Rivers,FCMB,Savings,1682.28,105567.8,1,2,Wednesday,Transfer,No,Yes,0,39.0,1,Yes,0.0159,Yes,7.4285,11.5671,RedFlag,0.025,1,0.6422
TXN0001671,62,Male,Enugu,Fidelity,Current,13075.74,424651.83,1,14,Thursday,Atm,No,Yes,0,34.0,1,No,0.0308,No,9.4786,12.959,Normal,0.0286,1,0.7314
TXN0001672,74,Male,Kano,Polaris,Savings,34418.82,23978.08,5,11,Friday,Pos,No,No,0,1.0,0,No,1.4354,No,10.4464,10.0849,Normal,2.5,0,1.0358
TXN0001673,70,Male,Delta,Zenith,Savings,100.0,49328.97,2,10,Sunday,Pos,Yes,No,1,8.0,0,No,0.002,No,4.6151,10.8063,Normal,0.2222,1,0.4271
TXN0001674,24,Female,Enugu,Polaris,Current,52600.02,160292.11,4,12,Thursday,Pos,Yes,Yes,0,5.0,0,No,0.3282,No,10.8705,11.9848,Normal,0.6667,0,0.907
TXN0001675,27,Female,Abuja,FCMB,Savings,30629.33,49927.56,8,23,Friday,Atm,Yes,No,0,1.0,1,No,0.6135,No,10.3297,10.8183,RedFlag,4.0,1,0.9548
TXN0001676,62,Male,Anambra,Sterling,Savings,1905.13,63990.15,7,2,Friday,Pos,No,No,0,18.0,0,No,0.0298,Yes,7.5528,11.0665,RedFlag,0.3684,0,0.6825
TXN0001677,34,Male,Kaduna,UBA,Current,56344.06,346938.04,5,17,Monday,Atm,Yes,No,0,28.0,0,No,0.1624,No,10.9392,12.7569,Normal,0.1724,0,0.8575
TXN0001678,43,Female,Kano,Fidelity,Domiciliary,16701.85,116010.22,2,14,Tuesday,Atm,No,Yes,0,81.0,1,No,0.144,No,9.7233,11.6614,Normal,0.0244,1,0.8338
TXN0001679,38,Male,Kano,Fidelity,Current,26406.02,61118.73,4,9,Saturday,Mobile,No,Yes,0,61.0,0,No,0.432,No,10.1814,11.0206,Normal,0.0645,0,0.9239
TXN0001680,45,Male,Oyo,Access,Savings,53433.84,224893.78,2,19,Tuesday,Pos,Yes,No,0,56.0,0,No,0.2376,No,10.8862,12.3234,Normal,0.0351,0,0.8834
