TransactionID,Age,Gender,State,Bank,AccountType,TransactionAmount,AccountBalance,NumTransactionsDay,TransactionHour,TransactionDay,Channel,LocationMatch,DeviceKnown,PrevFraudFlag,AccountAgeMonths,FailedAttempts,InternationalTransaction,AmountToBalanceRatio,IsFraud
TXN0001764,38.0,Male,Anambra,Stanbic,Domiciliary,17507.23,26383.92,5,8,Wednesday,POS,Yes,Yes,0,49,0,No,0.6635,NO
TXN0001765,34.0,M,Kaduna,Zenith,Savings,2488.97,198931.61,3,23,Sunday,Mobile,Yes,Yes,0,28,0,No,0.0125,NO
TXN0001766,40.0,F,Delta,Fidelity,C,"₦33,641.36",146335.79,6,10,Tuesday,Transfer,Yes,No,0,81,0,No,0.2299,CLEAN
TXN0001767,54.0,F,Bauchi,GTBank,savings,1537.15,54228.35,2,16,Sunday,Online,yes,yes,0,140,2,No,0.0283,0
TXN0001768,71.0,F,Delta,UBA,Domiciliary,"₦8,132.58",85929.47,3,21,Sunday,ATM,no,Yes,0,1,0,No,0.0946,false
TXN0001769,33.0,M,Oyo,Fidelity,Current,2507.43,169640.62,1,8,Sunday,Online,Yes,Yes,0,45,1,No,0.0148,0
TXN0001770,23.0,Female,Enugu,Access,Current,18916.43,16020.22,2,19,Saturday,ATM,Yes,No,0,1,0,No,1.1807,False
TXN0001771,25.0,Male,Kaduna,Polaris,Savings,25907.14,31430.97,1,10,Tuesday,mobile,Yes,Yes,0,43,0,No,0.8242,false
TXN0001772,42.0,Male,Oyo,UBA,Savings,55376.98,5082.38,1,8,Thursday,pos,yes,Yes,0,59,0,No,10.8937,NO
TXN0001773,35.0,M,Kaduna,Access,current,33094.44,348727.25,3,1,Monday,Transfer,Yes,Yes,0,37,0,No,0.0949,no
TXN0001774,42.0,Female,Rivers,GTBank,current,81171.85,"NGN127,960.84",1,8,Thursday,ATM,Yes,Yes,0,30,0,No,0.6343,false
TXN0001775,29.0,F,Kano,Polaris,Savings,35777.05,111170.29,1,10,Wednesday,ATM,Y,Yes,0,8,0,Yes,0.3218,False
TXN0001776,32.0,Female,Lagos,Stanbic,savings,8848.15,183749.15,3,0,Friday,pos,yes,No,1,24,0,No,0.0482,Yes
TXN0001777,43.0,male,Lagos,GTBank,Domiciliary,19828.87,667870.24,3,19,Monday,Mobile,Yes,Yes,0,8,0,no,0.0297,NO
TXN0001778,58.0,FEMALE,Kaduna,Sterling,Savings,15309.45,28354.31,4,4,Thursday,atm,Yes,Yes,0,87,0,no,0.5399,NO
TXN0001779,62.0,Female,Bauchi,Sterling,Current,20865.97,21425.79,2,17,Sunday,atm,Yes,Yes,0,45,0,1,0.9738,NO
TXN0001780,43.0,Male,Anambra,Fidelity,Current,21221.02,52389.13,1,21,Friday,atm,No,No,0,1,0,Yes,0.4051,Clean
TXN0001781,64.0,Male,Abuja,Polaris,savings,30275.03,351423.84,6,7,Saturday,POS,No,Yes,0,80,0,no,0.0861,false
TXN0001782,49.0,male,Bauchi,Stanbic,current,2167.39,79516.71,2,17,Sunday,Online,Yes,No,0,45,0,No,0.0273,no
TXN0001783,27.0,M,Anambra,GTBank,Savings,34333970.0,236615.88,1,8,Wednesday,mobile,TRUE,Yes,0,35,0,No,0.1451,Clean
TXN0001784,33.0,Male,Bauchi,GTBank,Current,3879.64,34021.57,5,1,Wednesday,POS,Yes,Yes,0,48,0,No,0.114,CLEAN
TXN0001785,24.0,male,Rivers,GTBank,savings,663.92,102065.87,6,16,Saturday,Online,Yes,Yes,0,43,1,No,0.0065,Clean
TXN0001786,34.0,Male,Bauchi,Fidelity,savings,18292.29,20453.83,1,10,Monday,POS,Yes,Yes,0,55,0,no,0.8943,0
TXN0001787,40.0,F,Abuja,Sterling,Savings,21775.58,79883.61,1,1PM,Saturday,POS,Yes,Yes,0,68,1,1,0.2726,No
TXN0001788,43.0,F,Lagos,Stanbic,Current,886.82,45629.04,2,5,Monday,Transfer,Yes,Yes,0,37,0,no,0.0194,NO
TXN0001789,38.0,female,Bauchi,FCMB,current,18109.3,119586.81,3,4,Saturday,ATM,Yes,0,0,53,0,No,0.1514,false
TXN0001790,39.0,Male,Delta,Stanbic,Savings,19119.85,227396.38,4,11,Tuesday,ATM,1,No,0,13,0,No,0.0841,No
TXN0001791,24.0,FEMALE,Anambra,FirstBank,Current,1348.07,417991.88,8,11,Wednesday,POS,Yes,No,0,36,0,0,0.0032,CLEAN
TXN0001792,31.0,female,Enugu,GTBank,savings,31083.9,50078.33,1,9,Saturday,Mobile,Yes,Yes,0,45,0,No,0.6207,False
TXN0001793,32.0,Female,Anambra,FCMB,Savings,5902.23,"₦203,878.76",3,2,Tuesday,Transfer,N,Yes,0,38,1,No,0.0289,false
TXN0001794,70.0,Male,Lagos,FirstBank,current,39552.77,325198.08,1,18,Friday,POS,Yes,Yes,0,60,1,no,0.1216,no
TXN0001795,24.0,M,Bauchi,Fidelity,Savings,9306.4,20004.32,3,23,Monday,pos,yes,1,0,2,0,no,0.4652,Clean
TXN0001796,26.0,MALE,Delta,FCMB,Savings,16247.05,132258.84,6,19,Tuesday,Mobile,Yes,Yes,1,76,0,Yes,0.1228,Clean
TXN0001797,68.0,MALE,Bauchi,Access,Savings,55606.11,141953.09,1,16,Wednesday,Online,1,1,0,54,3,No,0.3917,False
TXN0001798,65.0,F,Bauchi,Zenith,Savings,41020.57,47697.5,1,14,Sunday,POS,No,Yes,0,18,0,No,0.86,no
TXN0001799,25.0,FEMALE,Kaduna,Sterling,Savings,38065.87,3415.78,4,3,Friday,Transfer,no,Unknown,0,59,0,no,11.1409,Fraud
TXN0001800,67.0,Male,Rivers,Zenith,Domiciliary,4371.76,44498.93,4,5,Monday,ATM,No,No,0,26,0,No,0.0982,no
TXN0001801,40.0,Male,Abuja,Access,Savings,"NGN1,233.50",131825.62,1,1,Wednesday,POS,no,No,0,27,1,1,0.0094,1
TXN0001802,46.0,m,Rivers,Sterling,CUR,"NGN23,269.82",32806.02,4,11,Thursday,Transfer,1,No,0,59,0,No,0.7093,NO
TXN0001803,35.0,female,Enugu,Polaris,Current,13220.14,50813.71,5,15,Friday,ATM,Yes,Yes,0,29,0,No,0.2602,CLEAN
TXN0001804,48.0,M,Lagos,FCMB,Current,59943.63,184610.39,4,6,Friday,Mobile,yes,No,0,10,0,Yes,0.3247,false
TXN0001805,47.0,female,Bauchi,Access,Current,10753.93,76203.33,5,16,Thursday,Online,yes,Yes,0,48,2,No,0.1411,0
TXN0001806,69.0,f,Kano,Access,Domiciliary,13214.06,10149.57,3,13,Monday,Mobile,No,yes,0,15,0,yes,1.3018,0
TXN0001807,56.0,female,Rivers,Sterling,Current,18663.73,76415.46,2,8,Sunday,ATM,Yes,Yes,1,69,1,No,0.2442,Clean
TXN0001808,52.0,MALE,Oyo,UBA,Savings,39790.03,1255941.12,3,12,Wednesday,Mobile,Yes,no,0,21,1,No,0.0317,0
TXN0001809,35.0,female,Kano,FirstBank,current,7809.58,45379.07,4,17,Saturday,Online,No,Yes,0,13,1,No,0.1721,False
TXN0001810,59.0,Male,Rivers,GTBank,Current,71105.62,46235.08,1,11,Friday,Mobile,No,Yes,0,35,1,No,1.5379,False
TXN0001811,56.0,MALE,Oyo,Fidelity,Savings,19408.93,27928.91,3,0 PM,Tuesday,POS,Y,Yes,0,32,1,No,0.6949,false
TXN0001812,34.0,Male,Lagos,Stanbic,Current,"NGN45,967.70",47543.44,2,15,Saturday,POS,Yes,Yes,0,1,2,No,0.9668,NO
TXN0001813,31.0,FEMALE,Bauchi,Polaris,Current,18643.58,128262.87,1,4 PM,Saturday,ATM,No,Yes,0,22,0,No,0.1454,0
TXN0001814,48.0,M,Delta,GTBank,Savings,36959.5,501165.55,1,19,Monday,ATM,no,yes,0,1,0,Yes,0.0737,False
TXN0001815,41.0,male,Delta,Access,savings,1319.75,140357.46,1,20,Sunday,Transfer,yes,Yes,0,13,1,No,0.0094,no
TXN0001816,52.0,M,Rivers,Sterling,Domiciliary,40137.7,79106.17,1,23,Monday,Mobile,Yes,Yes,0,27,0,no,0.5074,0
TXN0001817,61.0,Male,Bauchi,Access,Domiciliary,18556.3,74054.38,1,10,Wednesday,ATM,Yes,No,0,39,2,No,0.2506,0
TXN0001818,62.0,Female,Rivers,FCMB,Current,14919.37,3678.62,4,4,Thursday,ATM,Yes,Yes,0,40,0,No,4.0546,false
TXN0001819,51.0,f,Lagos,Fidelity,DOM,2958.6,500.0,5,14,Friday,ATM,yes,Yes,0,49,0,No,5.9054,No
TXN0001820,20.0,f,Oyo,FirstBank,Savings,33827.54,239325.48,1,0,Sunday,ATM,Yes,Yes,0,38,0,No,0.1413,0
TXN0001821,54.0,Female,Bauchi,Sterling,Current,3515.01,101048.94,1,16,Saturday,ATM,Yes,Yes,0,1,0,no,0.0348,0
TXN0001822,60.0,f,Kano,Stanbic,Savings,5339.67,5066.0,1,17,Friday,Transfer,N,no,0,58,0,No,1.0538,CLEAN
TXN0001823,57.0,MALE,Oyo,Polaris,Domiciliary,3378.98,50536.53,5,8,Sunday,POS,Yes,Yes,0,34,0,1,0.0669,No
TXN0001824,43.0,male,Kano,FCMB,Savings,164.93,66167.39,1,16,Tuesday,POS,Yes,Yes,0,27,0,0,0.0025,NO
TXN0001825,72.0,Male,Kano,Fidelity,Savings,27111.36,229378.52,6,2,Tuesday,Mobile,N,Yes,0,72,0,No,0.1182,false
TXN0001826,40.0,m,Lagos,FirstBank,savings,7896.69,85476.7,3,7,Tuesday,POS,Yes,Yes,0,190,0,No,0.0924,no
TXN0001827,61.0,F,Abuja,Sterling,Current,4047.4,"₦233,598.12",3,10,Tuesday,Online,0,Yes,0,8,0,No,0.0173,0
TXN0001828,56.0,FEMALE,Abuja,Access,Savings,9640.55,150659.34,2,16,Wednesday,POS,no,Yes,0,2,0,No,0.064,NO
TXN0001829,32.0,MALE,Bauchi,Polaris,Current,17282.96,5054.65,6,15,Wednesday,Online,No,Yes,0,45,0,No,3.4185,CLEAN
TXN0001830,73.0,MALE,Enugu,UBA,Domiciliary,17499.89,519566.45,3,19,Saturday,POS,No,Yes,0,1,0,No,0.0337,No
TXN0001831,66.0,male,Anambra,GTBank,Savings,11439.86,30030.01,2,23,Tuesday,Mobile,Yes,Yes,0,28,0,Yes,-0.3809,No
TXN0001832,21.0,Female,Abuja,Zenith,Savings,17076.57,48365.78,1,13,Tuesday,Transfer,Yes,Yes,0,46,1,yes,0.3531,0
TXN0001833,46.0,Female,Bauchi,FCMB,CUR,13936.64,248553.37,4,21,Tuesday,Mobile,Yes,No,1,28,0,No,0.0561,0
TXN0001834,39.0,Female,Kano,UBA,Current,43242.9,31578.5,1,21,Saturday,Mobile,Yes,Yes,0,68,0,no,1.3693,no
TXN0001835,42.0,Male,Delta,Stanbic,Current,751.53,76896.04,2,16,Friday,POS,Yes,yes,0,32,1,No,0.0098,False
TXN0001836,30.0,F,Abuja,Stanbic,savings,50629.54,"NGN300,362.32",1,6,Sunday,Online,Yes,yes,0,11,0,1,0.1686,0
TXN0001837,35.0,male,Lagos,Zenith,Current,6990.05,152115.42,1,10,Wednesday,Online,no,Yes,0,,1,yes,0.046,false
TXN0001838,50.0,FEMALE,Bauchi,UBA,Savings,31983.78,"₦53,947.75",1,16,Monday,ATM,Y,Yes,0,32,1,No,0.5929,false
TXN0001839,33.0,Male,Anambra,Zenith,Savings,12981.51,154944.63,2,0 PM,Wednesday,Online,yes,1,0,27,0,No,0.0838,0
TXN0001840,62.0,F,Rivers,Zenith,Current,8715.29,251196.08,1,6 PM,Saturday,Mobile,No,Yes,0,1,0,No,0.0347,no
TXN0001841,59.0,Male,Enugu,Access,current,23885.37,77599.33,2,4 PM,Wednesday,online,No,No,0,6,0,No,0.3078,false
TXN0001842,61.0,Male,Kano,Fidelity,Savings,36620.93,127180.84,1,10AM,Saturday,Mobile,No,no,0,1,0,Yes,0.2879,0
TXN0001843,19.0,Male,Kano,Stanbic,Savings,14943.04,662526.07,2,23,Sunday,mobile,yes,Yes,0,18,0,No,0.0226,NO
TXN0001844,72.0,female,Rivers,Fidelity,current,15709.93,500999.16,4,3,Friday,Transfer,Yes,Yes,0,13,0,1,0.0314,CLEAN
TXN0001845,52.0,Male,Abuja,Stanbic,Savings,1516.49,106708.07,3,15,Sunday,online,Yes,Yes,0,41,1,No,0.0142,No
TXN0001846,59.0,female,Delta,UBA,Current,64424.23,15162.33,1,20,Saturday,POS,Yes,No,0,15,1,Yes,4.2487,CLEAN
TXN0001847,51.0,Female,Rivers,Polaris,Savings,46916.06,180937.35,2,0,Friday,POS,1,No,0,55,0,0,0.2593,NO
TXN0001848,47.0,FEMALE,Delta,Fidelity,Current,12687.15,46923.48,4,12,Tuesday,Mobile,No,No,0,35,0,No,0.2704,CLEAN
TXN0001849,72.0,MALE,Kano,Polaris,Current,36198.99,166060.91,4,16,Thursday,ATM,Yes,1,0,16,0,1,0.218,CLEAN
TXN0001850,30.0,f,Anambra,Fidelity,Savings,9395.69,65023.12,3,14,Wednesday,Online,yes,Unknown,0,4,0,0,0.1445,Clean
TXN0001851,30 years,FEMALE,Abuja,FCMB,Current,32772.42,190281.2,6,9,Thursday,POS,Yes,Yes,0,20,0,No,0.1722,0
TXN0001852,35.0,m,Bauchi,Zenith,Domiciliary,18177.51,68669.18,1,0,Monday,ATM,yes,no,0,46,1,No,0.2647,CLEAN
TXN0001853,49 years,FEMALE,Kano,Zenith,Domiciliary,15440.18,425029.97,4,14,Tuesday,ATM,Yes,Yes,0,13,0,No,0.0363,CLEAN
TXN0001854,49.0,male,Rivers,Access,Current,1454.58,22044.24,2,10,Wednesday,Mobile,No,Yes,0,48,0,No,0.066,False
TXN0001855,52.0,Male,Delta,Stanbic,Current,84113.38,10628.54,5,12,Friday,ATM,N,yes,0,47,0,No,7.9132,NO
TXN0001856,56.0,Female,Delta,Fidelity,Current,45412.93,227938.96,3,2,Sunday,Mobile,Yes,No,0,83,0,No,0.1992,false
TXN0001857,63.0,Female,Kano,Sterling,Current,39422.82,76955.7,7,21,Friday,Mobile,0,Yes,0,70,0,yes,0.5123,no
TXN0001858,69.0,male,Kano,Sterling,Domiciliary,9093.07,93984.75,3,20,Sunday,atm,yes,Yes,0,16,0,No,0.0967,no
TXN0001859,46.0,F,Anambra,FirstBank,Domiciliary,8547.83,407300340.0,4,15,Thursday,ATM,Yes,No,0,1,1,No,0.021,NO
TXN0001860,66.0,FEMALE,Anambra,Fidelity,Current,21285.59,133710.72,2,13,Friday,atm,Yes,Yes,0,38,1,1,0.1592,CLEAN
TXN0001861,46.0,f,Kaduna,Sterling,Savings,46806.33,161896.75,3,10,Thursday,Online,Yes,Yes,0,39,1,0,0.2891,Clean
TXN0001862,70.0,M,Rivers,Access,Savings,68191.69,2948.68,1,9,Tuesday,Online,Yes,Yes,0,45,2,No,23.1183,false
TXN0001863,61.0,F,Lagos,Stanbic,Savings,7831.12,166533.4,3,12,Sunday,online,Yes,1,1,34,1,No,0.047,0
TXN0001864,74.0,f,Rivers,Sterling,SAV,23375.04,73739.98,1,6,Sunday,ATM,Yes,no,0,26,1,No,0.317,NO
TXN0001865,33.0,Female,Anambra,GTBank,savings,32175.06,92487.51,1,16,Thursday,Mobile,Yes,Yes,0,61,0,No,0.3479,Clean
TXN0001866,73.0,female,Kaduna,Fidelity,Current,6417.25,247578.15,1,23,Wednesday,Online,Yes,Yes,0,54,0,no,0.0259,NO
TXN0001867,61.0,Female,Abuja,Polaris,Savings,13083.79,111285.58,6,15,Friday,Mobile,yes,Yes,0,31,0,No,0.1176,Clean
TXN0001868,64.0,male,Kano,GTBank,Savings,5190.19,649937.59,1,4,Friday,POS,Yes,Yes,0,67,0,No,0.008,No
TXN0001869,74.0,Female,Enugu,GTBank,current,30008.24,239042.9,2,5,Wednesday,ATM,No,yes,0,25,1,No,0.1255,NO
TXN0001870,27.0,FEMALE,Rivers,Fidelity,current,49838.04,195619.56,1,1,Monday,Online,Yes,0,0,68,0,No,0.2548,CLEAN
TXN0001871,47.0,F,Rivers,FirstBank,Savings,52498.12,"NGN133,259.99",3,2,Tuesday,atm,No,No,0,16,0,Yes,0.3939,FRAUD
TXN0001872,42.0,Male,Oyo,Zenith,savings,27723.3,79755.49,2,20,Thursday,Online,yes,Yes,0,13,0,No,0.3476,CLEAN
TXN0001873,56.0,Female,Anambra,Stanbic,Current,10660.29,8148.21,2,9,Sunday,ATM,Yes,Yes,0,43,0,0,1.3081,No
TXN0001874,37.0,M,Enugu,Stanbic,Savings,27046.86,2800.36,7,11 PM,Tuesday,Online,Yes,Yes,0,57,0,Yes,9.6549,1
TXN0001875,22.0,f,Bauchi,Sterling,Domiciliary,49926.59,7183.09,3,15,Sunday,Online,Yes,0,0,17,0,1,6.9496,CLEAN
TXN0001876,18.0,female,Oyo,Sterling,Current,24577.85,478530.08,4,0,Sunday,Online,Y,Yes,0,1,0,No,0.0514,NO
TXN0001877,47.0,M,Lagos,Sterling,savings,13313.66,58559.61,3,19,Wednesday,Mobile,Yes,No,0,43,0,No,0.2273,Clean
TXN0001878,66.0,Female,Rivers,Fidelity,Savings,"NGN63,081.65",180900.97,1,20,Tuesday,Online,Yes,Yes,0,1,0,No,0.3487,Clean
TXN0001879,20.0,F,Kaduna,UBA,Savings,45078.08,135326.6,1,21,Monday,Mobile,Yes,Yes,0,33,0,1,0.3331,No
TXN0001880,62.0,female,Kaduna,FCMB,Savings,53519.15,127178.4,1,2,Saturday,Mobile,Yes,Yes,0,1,0,No,0.4208,No
TXN0001881,31.0,female,Bauchi,FCMB,Savings,58375.65,129854.46,1,3,Saturday,Mobile,No,Yes,0,42,2,No,0.4495,No
TXN0001882,73.0,Female,Delta,Sterling,Current,12514.14,53994.01,3,18,Tuesday,ATM,No,Yes,0,44,0,No,0.2318,Clean
TXN0001883,47.0,female,Oyo,Sterling,Savings,49088.44,326435.88,3,3,Thursday,Mobile,yes,No,0,81,0,0,0.1504,No
TXN0001884,67.0,male,Oyo,Polaris,Current,21119.59,377378.31,2,6,Wednesday,Online,Yes,no,0,41,0,1,0.056,Clean
TXN0001885,21.0,f,Kaduna,FirstBank,Current,972.65,155145.38,3,8,Monday,Mobile,Yes,Yes,0,41,0,No,0.0063,0
TXN0001886,35.0,m,Kaduna,FCMB,Domiciliary,25253.8,299209.06,2,20,Monday,Mobile,Yes,Yes,1,24,0,Yes,0.0844,no
TXN0001887,54.0,female,Kano,Fidelity,Current,15901.17,9278.28,5,21,Monday,Transfer,Yes,No,0,56,1,No,1.7136,Clean
TXN0001888,42.0,female,Kaduna,Sterling,Domiciliary,8044.92,15869.3,1,19,Friday,ATM,0,Yes,0,18,1,No,0.5069,Clean
TXN0001889,65.0,Female,Anambra,Sterling,Savings,87985.29,122829.09,4,6,Tuesday,Online,Yes,1,0,5,0,no,0.7163,False
TXN0001890,18.0,MALE,Kaduna,FCMB,Savings,1416.13,281115.09,4,2,Thursday,POS,Yes,no,0,34,1,No,0.005,false
TXN0001891,70.0,M,Oyo,Sterling,Savings,72912.58,56844.53,1,4,Friday,Transfer,No,no,0,7,0,No,1.2826,true
TXN0001892,63.0,Female,Kano,Zenith,Savings,4337.03,119129.52,1,3,Thursday,POS,yes,No,0,53,0,No,0.0364,Clean
TXN0001893,32.0,Female,Lagos,Fidelity,Savings,11829.74,"NGN1,501.57",1,10,Thursday,Transfer,No,Unknown,0,8,0,No,7.873,0
TXN0001894,26.0,MALE,Oyo,Fidelity,Savings,13499.29,647211.42,3,9,Thursday,Transfer,No,yes,0,33,1,No,0.0209,CLEAN
TXN0001895,32.0,Male,Kaduna,Sterling,Current,32828.0,218495.21,1,13:00,Thursday,POS,Yes,Yes,0,36,2,No,0.1502,NO
TXN0001896,66.0,M,Kaduna,Fidelity,C,6071.2,67276.05,5,20,Tuesday,Transfer,no,No,0,58,1,no,0.0902,False
TXN0001897,74.0,M,Kaduna,UBA,Savings,106899.98,611294.54,1,16,Tuesday,ATM,Y,Yes,0,75,1,No,0.1749,0
TXN0001898,41.0,Male,Kano,Fidelity,savings,34558.74,14547.35,3,1,Thursday,Transfer,Yes,1,0,99,0,No,2.3754,0
TXN0001899,21.0,Male,Rivers,Zenith,Savings,39010.56,93592.36,1,9,Thursday,ATM,Yes,Unknown,0,72,0,Yes,0.4168,CLEAN
TXN0001900,29.0,MALE,Kano,GTBank,Domiciliary,2813.23,9098.12,4,6,Monday,MOBILE,Yes,no,0,1,0,No,0.3092,No
TXN0001901,54.0,MALE,Abuja,GTBank,Current,16171.48,61187.35,2,2,Friday,Mobile,Yes,Yes,0,34,0,No,0.2643,NO
TXN0001902,54.0,Female,Anambra,FirstBank,SAV,"NGN72,789.08",37146.98,2,0,Tuesday,Transfer,Yes,Yes,0,78,0,no,1.9594,No
TXN0001903,60.0,FEMALE,Enugu,Polaris,Savings,7870.03,57090.45,1,8,Monday,Mobile,No,Yes,0,1,0,No,0.1378,False
TXN0001904,23.0,female,Anambra,Zenith,Savings,3927.57,441782.44,1,3,Wednesday,Mobile,TRUE,Yes,0,66,0,yes,0.0089,Clean
TXN0001905,56.0,M,Kaduna,Access,Savings,16608.87,83579.39,3,2,Monday,Mobile,No,Yes,0,12,0,No,0.1987,false
TXN0001906,73.0,female,Enugu,Polaris,Current,66622.28,"₦58,925.46",1,4,Friday,ATM,no,0,0,36,0,0,1.1306,True
TXN0001907,63.0,f,Lagos,FCMB,SAV,16676.78,153569.86,7,16,Wednesday,POS,0,No,0,92,1,No,0.1086,no
TXN0001908,41.0,M,Delta,FCMB,savings,12972.89,172502.82,6,16,Thursday,mobile,Yes,No,0,1,2,0,0.0752,No
TXN0001909,28.0,Female,Oyo,Access,Domiciliary,26265.02,618123.61,2,12,Monday,POS,Yes,Yes,0,64,0,No,0.0425,false
TXN0001910,30.0,m,Rivers,Polaris,Current,69069.52,118467.8,2,0,Friday,ATM,No,Yes,0,26,1,Yes,0.583,False
TXN0001911,51.0,male,Delta,Access,current,1257.54,209490.28,2,12,Monday,Transfer,No,Yes,0,24,0,no,0.006,False
TXN0001912,42.0,Male,Kano,Sterling,Current,4163.04,72230.08,5,6,Friday,Online,Yes,Yes,0,63,0,No,0.0576,Clean
TXN0001913,24.0,F,Abuja,Polaris,Savings,3560.82,28136.18,7,11,Monday,POS,no,No,0,35,0,no,0.1266,False
TXN0001914,69.0,F,Bauchi,GTBank,current,2229.88,84274.54,1,22,Friday,POS,N,Yes,0,45,0,No,0.0265,False
TXN0001915,21.0,FEMALE,Anambra,Polaris,Savings,8992.2,81392.82,5,8,Thursday,Mobile,Yes,No,0,32,0,yes,0.1105,Clean
TXN0001916,25yrs,F,Delta,Zenith,Savings,6511.7,81867.82,2,20,Sunday,ATM,Yes,No,0,48,0,no,0.0795,No
TXN0001917,37.0,Female,Abuja,GTBank,Savings,19890.09,178323.6,1,17,Friday,WEB,Yes,Yes,0,53,0,Yes,0.1115,no
TXN0001918,46.0,male,Kaduna,Sterling,Current,9911.0,78116.83,5,19,Sunday,POS,Yes,Unknown,0,1,1,1,0.1269,no
TXN0001919,71.0,F,Kano,Stanbic,Current,12988580.0,"NGN462,398.66",3,20,Saturday,atm,No,No,0,99,0,no,0.0281,0
TXN0001920,70.0,Female,Kano,Zenith,Savings,71124.55,608988.71,5,12,Tuesday,Transfer,Yes,No,0,65,0,No,0.1168,No
TXN0001921,68.0,F,Oyo,Polaris,Domiciliary,4229.87,111149.52,4,0,Sunday,POS,Yes,no,0,17,0,No,0.0381,False
TXN0001922,62.0,MALE,Enugu,FCMB,savings,12294.26,122617.57,3,1,Monday,ATM,Yes,Yes,0,28,0,No,0.1003,CLEAN
TXN0001923,63.0,Male,Enugu,Access,SAV,7429.23,78542.66,6,7,Sunday,Mobile,1,Yes,0,50,0,1,0.0946,no
TXN0001924,27.0,male,Delta,GTBank,Current,19916.4,65913.85,2,1,Sunday,POS,No,Yes,0,61,0,no,0.3022,0
TXN0001925,60.0,Female,Lagos,Polaris,savings,33327.01,633257.19,1,11,Wednesday,POS,Yes,No,0,22,0,1,0.0526,No
TXN0001926,51.0,Female,Enugu,Stanbic,savings,42455.07,6225.97,6,23,Wednesday,pos,1,No,0,16,0,No,6.8179,NO
TXN0001927,74 years,Female,Enugu,Fidelity,Savings,18105.46,79166.84,2,0,Wednesday,Mobile,N,Yes,0,21,0,No,0.2287,No
TXN0001928,43.0,Female,Kaduna,Stanbic,Savings,48261.16,24614.57,3,8,Friday,Mobile,Yes,Yes,0,17,0,yes,1.9606,False
TXN0001929,58.0,MALE,Kaduna,GTBank,Current,38436.71,194347.59,1,5,Saturday,Mobile,yes,1,0,11,0,no,0.1978,False
TXN0001930,66.0,Female,Abuja,Zenith,Savings,4269.83,32433.7,3,17,Wednesday,ATM,Yes,Yes,0,1,0,no,0.1316,NO
TXN0001931,20.0,female,Kano,FCMB,Savings,7040.14,323962.09,3,0,Friday,Transfer,Yes,Yes,0,31,0,no,0.0217,False
TXN0001932,73.0,Male,Kano,FCMB,Current,27847.25,70375.31,1,5,Sunday,Mobile,Yes,Yes,0,55,1,No,0.3957,No
TXN0001933,23.0,f,Kano,Fidelity,Savings,92016.85,373606.24,1,19,Wednesday,online,yes,Yes,0,43,1,No,0.2463,Clean
TXN0001934,22.0,male,Abuja,Zenith,Savings,11795.32,646456.23,1,15,Wednesday,POS,No,yes,0,35,0,No,0.0182,NO
TXN0001935,22.0,female,Bauchi,Polaris,Current,6527.88,221217.31,2,23,Saturday,ATM,1,1,0,89,0,Yes,0.0295,No
TXN0001936,71.0,Female,Kaduna,Fidelity,Domiciliary,50838.66,146389.41,3,23,Thursday,ATM,No,Unknown,0,72,0,No,0.3473,No
TXN0001937,64.0,M,Abuja,GTBank,current,5566.47,24360.49,5,1,Thursday,atm,Yes,Yes,0,92,0,No,0.2285,0
TXN0001938,40.0,Female,Kano,Fidelity,Current,29884.27,405594.54,7,1,Thursday,Mobile,No,Yes,0,47,0,No,0.0737,False
TXN0001939,66.0,m,Delta,FirstBank,Current,871.23,224997.86,3,19:00,Monday,POS,N,Yes,0,13,0,no,0.0039,Clean
TXN0001940,26.0,M,Kaduna,Polaris,Current,479.07,50961.25,2,21,Friday,Transfer,no,No,0,30,0,No,0.0094,False
TXN0001941,52.0,male,Rivers,Access,Savings,15017.24,94808.36,1,6,Sunday,Online,Yes,Yes,0,102,0,No,0.1584,Clean
TXN0001942,37.0,female,Enugu,Sterling,Savings,26717.12,10509.46,3,15,Friday,pos,Yes,Yes,0,11,0,no,2.542,False
TXN0001943,66.0,Female,Kaduna,Fidelity,savings,3841.44,161381.06,2,18,Thursday,atm,Yes,Unknown,0,64,0,No,0.0238,No
TXN0001944,59.0,female,Kaduna,GTBank,Current,36085.64,20075.09,2,6,Saturday,ATM,Yes,Yes,0,17,1,No,1.7974,0
TXN0001945,52.0,male,Kano,Polaris,savings,3445.27,158131.02,1,2,Thursday,ATM,Yes,1,0,12,2,No,0.0218,no
TXN0001946,67.0,female,Anambra,Fidelity,Domiciliary,19073.57,167007.27,1,17,Sunday,Mobile,Yes,Yes,0,53,0,No,0.1142,no
TXN0001947,35.0,M,Bauchi,Zenith,Savings,9215.04,58873.98,3,1,Sunday,pos,yes,Yes,0,59,0,No,0.1565,CLEAN
TXN0001948,34.0,Female,Kaduna,FirstBank,Current,34883.71,445400.59,4,8,Wednesday,Online,No,yes,0,33,1,0,0.0783,NO
TXN0001949,41.0,Female,Abuja,Sterling,Current,40755.91,226413.44,2,22,Wednesday,ATM,Yes,1,0,1,1,No,0.18,Clean
TXN0001950,20.0,MALE,Lagos,FCMB,Current,1709.41,102995.36,4,4,Wednesday,ATM,Yes,yes,0,46,0,no,0.0166,CLEAN
TXN0001951,49.0,male,Kano,UBA,Current,5348.54,376200.23,5,10,Monday,Mobile,Yes,Yes,0,33,0,Yes,0.0142,no
